struct,nl,pers,eps,ej_t,acr_t,acp_t,ej_acr,d_real,d_pool,d_real_lo,d_real_hi,d_pool_lo,d_pool_hi,wilcoxon_p,n,degenerate_control,ej_acp
smooth-drift,high,short,small,0.9357142857142863,0.9053571428571431,0.9357142857142862,0.9767857142857146,0.030357142857142888,2.7755575615628914e-17,0.0035714285714286086,0.06428571428571431,-0.041071428571428495,0.04107142857142857,0.7528545362773412,20,True,0.9000000000000001
smooth-drift,high,short,med,0.9392857142857147,0.9125000000000002,0.9428571428571431,0.9767857142857146,0.02678571428571431,-0.003571428571428531,0.0035714285714285865,0.05535714285714287,-0.04107142857142855,0.0392857142857143,0.6487424562127946,20,True,0.9000000000000001
smooth-drift,high,short,large,0.9535714285714288,0.9446428571428575,0.9250000000000004,0.9767857142857146,0.008928571428571452,0.0285714285714286,-0.005357142857142822,0.02857142857142856,-0.02142857142857142,0.09642857142857145,0.5995101785600032,20,True,0.9000000000000001
smooth-drift,high,short,extreme,0.9446428571428575,0.9428571428571433,0.8732142857142859,0.9767857142857146,0.0017857142857143238,0.07142857142857142,-0.014285714285714212,0.021428571428571453,0.017812499999999974,0.13392857142857142,0.022670105982661077,20,True,0.9000000000000001
smooth-drift,high,medium,small,0.9357142857142863,0.9053571428571431,0.9357142857142862,0.9767857142857146,0.030357142857142888,2.7755575615628914e-17,0.0035714285714286086,0.06607142857142863,-0.03928571428571427,0.04464285714285715,0.7528545362773412,20,True,0.9000000000000001
smooth-drift,high,medium,med,0.9392857142857147,0.9125000000000002,0.9428571428571431,0.9767857142857146,0.02678571428571431,-0.003571428571428531,0.00357142857142857,0.055357142857142896,-0.04464285714285707,0.04285714285714286,0.6487424562127946,20,True,0.9000000000000001
smooth-drift,high,medium,large,0.9535714285714288,0.9446428571428575,0.9250000000000004,0.9767857142857146,0.008928571428571452,0.0285714285714286,-0.005357142857142833,0.02678571428571432,-0.023214285714285632,0.10357142857142856,0.5995101785600032,20,True,0.9000000000000001
smooth-drift,high,medium,extreme,0.9446428571428575,0.9428571428571433,0.8732142857142859,0.9767857142857146,0.0017857142857143238,0.07142857142857142,-0.012499999999999956,0.021428571428571443,0.01964285714285711,0.1375,0.022670105982661077,20,True,0.9000000000000001
smooth-drift,high,long,small,0.9357142857142863,0.9053571428571431,0.9357142857142862,0.9767857142857146,0.030357142857142888,2.7755575615628914e-17,0.0035714285714286255,0.06428571428571432,-0.03928571428571418,0.046428571428571416,0.7528545362773412,20,True,0.9000000000000001
smooth-drift,high,long,med,0.9392857142857147,0.9125000000000002,0.9428571428571431,0.9767857142857146,0.02678571428571431,-0.003571428571428531,0.0035714285714286086,0.05535714285714288,-0.04285714285714284,0.042857142857142864,0.6487424562127946,20,True,0.9000000000000001
smooth-drift,high,long,large,0.9535714285714288,0.9446428571428575,0.9250000000000004,0.9767857142857146,0.008928571428571452,0.0285714285714286,-0.005357142857142822,0.02857142857142857,-0.0214285714285714,0.09821428571428573,0.5995101785600032,20,True,0.9000000000000001
smooth-drift,high,long,extreme,0.9446428571428575,0.9428571428571433,0.8732142857142859,0.9767857142857146,0.0017857142857143238,0.07142857142857142,-0.01428571428571419,0.021428571428571453,0.0196428571428571,0.13571428571428573,0.022670105982661077,20,True,0.9000000000000001
persistent-switch,low,short,small,0.9875,0.9821428571428573,0.9750000000000002,0.9875000000000002,0.005357142857142822,0.012499999999999917,-0.0035714285714285475,0.01428571428571419,-0.007142857142857184,0.030357142857142767,0.2036371467510687,20,False,0.9625000000000004
persistent-switch,low,short,med,0.9857142857142858,0.980357142857143,0.9732142857142859,0.9875000000000002,0.005357142857142822,0.012499999999999928,-0.0035714285714285475,0.01428571428571419,-0.008928571428571402,0.032142857142856994,0.1962447266045112,20,False,0.9625000000000004
persistent-switch,low,short,large,0.7642857142857145,0.7946428571428574,0.7482142857142858,0.9875000000000002,-0.0303571428571429,0.016071428571428525,-0.05897321428571437,-0.007098214285714538,-0.007142857142857184,0.03928571428571424,0.2930292591867747,20,False,0.9625000000000004
persistent-switch,low,short,extreme,0.630357142857143,0.655357142857143,0.6071428571428573,0.9875000000000002,-0.025000000000000005,0.023214285714285694,-0.05535714285714286,0.0017857142857142932,0.005357142857142852,0.04107142857142852,0.035861683775556624,20,False,0.9625000000000004
persistent-switch,low,medium,small,0.9785714285714289,0.9678571428571431,0.9750000000000002,0.9821428571428573,0.010714285714285687,0.0035714285714285475,-0.0017857142857142627,0.024999999999999967,-0.016071428571428563,0.02321428571428564,0.7148884253371676,20,False,0.9571428571428573
persistent-switch,low,medium,med,0.9785714285714289,0.9678571428571431,0.9750000000000002,0.9821428571428573,0.010714285714285687,0.0035714285714285475,0.0,0.024999999999999946,-0.01785714285714276,0.02321428571428564,0.7148884253371676,20,False,0.9571428571428573
persistent-switch,low,medium,large,0.7607142857142858,0.8,0.7714285714285716,0.9821428571428573,-0.0392857142857143,-0.010714285714285732,-0.06964285714285715,-0.012500000000000034,-0.03928571428571425,0.019642857142857136,0.3778078502964859,20,False,0.9571428571428573
persistent-switch,low,medium,extreme,0.6285714285714286,0.6678571428571429,0.6107142857142859,0.9821428571428573,-0.03928571428571428,0.017857142857142842,-0.07500000000000002,-0.0071428571428571175,-0.012500000000000025,0.04821428571428569,0.2800455764133215,20,False,0.9571428571428573
persistent-switch,low,long,small,0.9821428571428573,0.9375000000000002,0.9607142857142861,0.9589285714285716,0.04464285714285711,0.021428571428571335,0.0035714285714285475,0.1035714285714285,-0.0017857142857143295,0.04464285714285701,0.10376809518115648,20,False,0.9392857142857146
persistent-switch,low,long,med,0.9875000000000002,0.9535714285714288,0.9517857142857146,0.9589285714285716,0.033928571428571384,0.03571428571428562,0.0035714285714285587,0.07857142857142851,0.007142857142857171,0.06964285714285705,0.028327821813946143,20,False,0.9392857142857146
persistent-switch,low,long,large,0.7892857142857143,0.8107142857142856,0.7642857142857146,0.9589285714285716,-0.021428571428571425,0.02499999999999995,-0.05892857142857142,0.012499999999999994,-0.02500000000000003,0.09464285714285711,1.0,20,False,0.9392857142857146
persistent-switch,low,long,extreme,0.6321428571428573,0.6607142857142858,0.6000000000000002,0.9589285714285716,-0.02857142857142858,0.03214285714285715,-0.07147321428571432,0.012499999999999997,-0.01607142857142855,0.08928571428571429,0.23913578185722584,20,False,0.9392857142857146
persistent-switch,med,short,small,0.9428571428571431,0.9267857142857145,0.9232142857142858,0.9767857142857146,0.01607142857142857,0.01964285714285714,0.0017857142857143071,0.03214285714285714,-0.03035714285714287,0.06428571428571428,0.2880812852332325,20,False,0.9000000000000001
persistent-switch,med,short,med,0.9446428571428575,0.9303571428571431,0.9285714285714288,0.9767857142857146,0.01428571428571428,0.01607142857142856,3.316791286067656e-17,0.02857142857142857,-0.030357142857142933,0.06428571428571424,0.4369687746411941,20,False,0.9000000000000001
persistent-switch,med,short,large,0.9392857142857146,0.9375000000000003,0.9089285714285718,0.9767857142857146,0.001785714285714285,0.030357142857142867,-0.01249999999999996,0.01607142857142856,-0.0035714285714285475,0.06428571428571432,0.11773538931186558,20,False,0.9000000000000001
persistent-switch,med,short,extreme,0.7750000000000001,0.7821428571428573,0.735714285714286,0.9767857142857146,-0.007142857142857143,0.0392857142857143,-0.026785714285714295,0.01071428571428568,0.0017857142857143125,0.08035714285714286,0.10622653502728213,20,False,0.9000000000000001
persistent-switch,med,medium,small,0.9392857142857144,0.898214285714286,0.8982142857142861,0.9607142857142857,0.04107142857142855,0.04107142857142852,0.01964285714285712,0.06785714285714284,0.003571428571428531,0.07678571428571426,0.051416028905737474,20,False,0.8821428571428573
persistent-switch,med,medium,med,0.9410714285714288,0.9000000000000001,0.9000000000000004,0.9607142857142857,0.04107142857142853,0.04107142857142853,0.01964285714285711,0.06607142857142853,0.0053571428571428156,0.07857142857142854,0.04102695499149435,20,False,0.8821428571428573
persistent-switch,med,medium,large,0.9535714285714288,0.9196428571428574,0.8964285714285717,0.9607142857142857,0.03392857142857143,0.05714285714285714,0.014285714285714285,0.05535714285714287,0.021428571428571408,0.09464285714285717,0.01447736109825423,20,False,0.8821428571428573
persistent-switch,med,medium,extreme,0.7767857142857143,0.7714285714285716,0.7214285714285718,0.9607142857142857,0.005357142857142847,0.05535714285714284,-0.016116071428571473,0.028571428571428553,0.005357142857142838,0.1107142857142857,0.08302409303879844,20,False,0.8821428571428573
persistent-switch,med,long,small,0.9446428571428573,0.8785714285714288,0.8839285714285717,0.9285714285714286,0.06607142857142853,0.06071428571428572,0.0125,0.1321428571428571,0.03392857142857143,0.09285714285714282,0.0013286705541466486,20,False,0.8892857142857146
persistent-switch,med,long,med,0.9446428571428575,0.8785714285714292,0.8875000000000004,0.9285714285714286,0.06607142857142854,0.05714285714285712,0.012499999999999989,0.1339285714285714,0.0321428571428571,0.08575892857142835,0.0013040660952382288,20,False,0.8892857142857146
persistent-switch,med,long,large,0.9321428571428575,0.9160714285714289,0.8571428571428573,0.9285714285714286,0.01607142857142858,0.07500000000000002,-0.02857142857142856,0.05714285714285712,0.04285714285714286,0.10892857142857149,0.0006143446624756308,20,False,0.8892857142857146
persistent-switch,med,long,extreme,0.7767857142857144,0.8267857142857145,0.705357142857143,0.9285714285714286,-0.049999999999999996,0.07142857142857144,-0.11428571428571428,-0.0017857142857142766,0.02142857142857142,0.12147321428571406,0.014617639542504019,20,False,0.8892857142857146
persistent-switch,high,short,small,0.9732142857142859,0.9196428571428574,0.8910714285714288,0.941071428571429,0.05357142857142851,0.0821428571428571,0.026785714285714236,0.08218749999999976,0.04821428571428563,0.11607142857142845,0.0007112654635179708,20,False,0.892857142857143
persistent-switch,high,short,med,0.9750000000000002,0.9214285714285717,0.892857142857143,0.941071428571429,0.05357142857142851,0.08214285714285707,0.026785714285714256,0.08392857142857138,0.05174107142857129,0.11428571428571417,0.0007688820245565352,20,False,0.892857142857143
persistent-switch,high,short,large,0.9446428571428573,0.9089285714285719,0.8910714285714288,0.941071428571429,0.03571428571428563,0.05357142857142851,0.016071428571428452,0.05892857142857129,0.021428571428571363,0.08571428571428566,0.009707114913264668,20,False,0.892857142857143
persistent-switch,high,short,extreme,0.8035714285714288,0.7892857142857144,0.7357142857142859,0.941071428571429,0.01428571428571429,0.06785714285714287,-0.0107142857142857,0.04285714285714287,0.012455357142857107,0.13035714285714284,0.03614825604725166,20,False,0.892857142857143
persistent-switch,high,medium,small,0.9678571428571431,0.898214285714286,0.8750000000000003,0.9125000000000003,0.06964285714285709,0.09285714285714282,0.0321428571428571,0.1107142857142857,0.0517857142857143,0.13749999999999998,0.0004474601105035252,20,False,0.860714285714286
persistent-switch,high,medium,med,0.9678571428571431,0.8982142857142861,0.8678571428571431,0.9125000000000003,0.06964285714285709,0.09999999999999998,0.032142857142857084,0.11249999999999996,0.05714285714285716,0.14642857142857135,0.0004101773466900822,20,False,0.860714285714286
persistent-switch,high,medium,large,0.9428571428571431,0.8767857142857146,0.8500000000000003,0.9125000000000003,0.06607142857142859,0.09285714285714289,0.0267857142857143,0.11964285714285719,0.046428571428571465,0.14642857142857152,0.0005693879993073929,20,False,0.860714285714286
persistent-switch,high,medium,extreme,0.8500000000000002,0.8053571428571429,0.7625000000000001,0.9125000000000003,0.04464285714285714,0.08750000000000001,0.00892857142857142,0.08214285714285711,0.03745535714285714,0.1392857142857143,0.002277617487945176,20,False,0.860714285714286
persistent-switch,high,long,small,0.9767857142857144,0.8750000000000002,0.8535714285714286,0.8928571428571429,0.10178571428571428,0.12321428571428569,0.05535714285714281,0.16249999999999995,0.0839285714285714,0.1642857142857143,0.00019302286813915962,20,False,0.8446428571428573
persistent-switch,high,long,med,0.9767857142857144,0.8750000000000002,0.8535714285714286,0.8928571428571429,0.10178571428571428,0.12321428571428569,0.05535714285714286,0.1660714285714285,0.08571428571428563,0.1660714285714285,0.00019302286813915962,20,False,0.8446428571428573
persistent-switch,high,long,large,0.9446428571428573,0.8678571428571429,0.8410714285714287,0.8928571428571429,0.07678571428571428,0.10357142857142854,0.023214285714285715,0.14107142857142857,0.050000000000000024,0.15357142857142853,0.003322636917343484,20,False,0.8446428571428573
persistent-switch,high,long,extreme,0.8321428571428573,0.8089285714285716,0.7250000000000001,0.8928571428571429,0.02321428571428574,0.10714285714285716,-0.0339285714285714,0.07504464285714264,0.04821428571428574,0.1642857142857143,0.004497866597920755,20,False,0.8446428571428573
sign-flip-switch,low,short,small,0.9767857142857146,0.6678571428571429,0.6607142857142858,0.6982142857142859,0.3089285714285715,0.3160714285714286,0.2000000000000001,0.4196874999999997,0.20535714285714288,0.4267857142857142,0.00022965868177333754,20,False,0.6714285714285715
sign-flip-switch,low,short,med,0.9767857142857146,0.6678571428571429,0.6607142857142858,0.6982142857142859,0.3089285714285715,0.3160714285714286,0.20178571428571437,0.4196428571428571,0.20531250000000004,0.42857142857142855,0.00022965868177333754,20,False,0.6714285714285715
sign-flip-switch,low,short,large,0.8928571428571429,0.8857142857142859,0.8732142857142857,0.6982142857142859,0.007142857142857134,0.01964285714285714,-0.06250000000000003,0.07142857142857138,-0.04468750000000005,0.08035714285714286,0.46021109814474837,20,False,0.6714285714285715
sign-flip-switch,low,short,extreme,0.760714285714286,0.9642857142857146,0.9375000000000002,0.6982142857142859,-0.2035714285714286,-0.17678571428571432,-0.3125446428571429,-0.10535714285714289,-0.29285714285714287,-0.06964285714285716,0.008651541533947532,20,False,0.6714285714285715
sign-flip-switch,low,medium,small,0.955357142857143,0.6535714285714287,0.6303571428571428,0.7214285714285715,0.3017857142857143,0.32500000000000007,0.20535714285714288,0.40535714285714286,0.21241071428571426,0.43575892857142845,0.00019540793740897315,20,False,0.675
sign-flip-switch,low,medium,med,0.9589285714285717,0.6589285714285715,0.6357142857142857,0.7214285714285715,0.3000000000000001,0.32321428571428584,0.20178571428571432,0.40714285714285714,0.21607142857142864,0.43392857142857155,0.00019540793740897315,20,False,0.675
sign-flip-switch,low,medium,large,0.9267857142857145,0.8000000000000004,0.7803571428571432,0.7214285714285715,0.12678571428571428,0.1464285714285714,0.06607142857142859,0.19285714285714287,0.08035714285714288,0.2178571428571429,0.0005969982484273329,20,False,0.675
sign-flip-switch,low,medium,extreme,0.7857142857142858,0.9267857142857144,0.9303571428571431,0.7214285714285715,-0.14107142857142857,-0.14464285714285716,-0.2500446428571429,-0.030357142857142853,-0.2678571428571429,-0.032142857142857195,0.025769774809161667,20,False,0.675
sign-flip-switch,low,long,small,0.9535714285714292,0.798214285714286,0.6160714285714286,0.855357142857143,0.15535714285714292,0.3375000000000001,0.06785714285714287,0.2696428571428572,0.23035714285714298,0.45535714285714296,0.00019404239881640168,20,False,0.6642857142857144
sign-flip-switch,low,long,med,0.9535714285714292,0.798214285714286,0.6160714285714286,0.855357142857143,0.15535714285714292,0.3375000000000001,0.06071428571428576,0.26611607142857124,0.23392857142857154,0.45178571428571435,0.00019404239881640168,20,False,0.6642857142857144
